report;sys_time;sim_state;net_op_name;net_op_code;roaming;net_type;call_state;data_state;data_act;data_rx;data_tx;gsm_neighbors;umts_neighbors;lte_neighbors;rssi_strongest;tech;mcc;mnc;lac_tac;node_id;cid;psc_pci;rssi;rsrq;rssnr;slev;gps;accuracy;lat;long;band;arfcn;bts_psc_pci;bts_band;bts_arfcn;site_name;site_lat;site_long;cell_name;azimuth;height;tilt_mech;tilt_el;
10;20210116222658;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000212116;308962397;8;0;1;-77;LTE;405;866;62;8586;48;246;-68;-9;130;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
11;20210116222659;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000219689;308971603;8;0;1;-77;LTE;405;866;62;8586;48;246;-68;-9;130;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
12;20210116222700;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000226288;308980189;8;0;1;-77;LTE;405;866;62;8586;48;246;-68;-9;130;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
13;20210116222701;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000230498;308982032;8;0;1;-77;LTE;405;866;62;8586;48;246;-69;-9;130;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
14;20210116222702;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000237011;308999783;8;0;1;-77;LTE;405;866;62;8586;48;246;-69;-9;130;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
15;20210116222703;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000241170;309018121;8;0;1;-77;LTE;405;866;62;8586;48;246;-69;-9;182;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
16;20210116222704;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000247358;309029722;8;0;1;-79;LTE;405;866;62;8586;48;246;-67;-9;182;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
17;20210116222705;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000256195;309031804;8;0;1;-79;LTE;405;866;62;8586;48;246;-67;-9;82;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
18;20210116222706;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000260013;309033292;8;0;1;-79;LTE;405;866;62;8586;48;246;-67;-9;82;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
19;20210116222707;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000265096;309036283;8;0;1;-78;LTE;405;866;62;8586;48;246;-68;-9;82;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
20;20210116222708;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000275050;309045053;8;0;1;-78;LTE;405;866;62;8586;48;246;-68;-9;82;4;0;-1;-1.0;-1.0;850;2539;null;null;null;null;;;null;null;null;null;null;
21;20210116222709;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000280878;309051917;8;0;1;-78;LTE;405;866;62;8586;48;246;-68;-9;82;4;1;68;20.262399315834045;85.85696876049042;850;2539;null;null;null;null;;;null;null;null;null;null;
22;20210116222710;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000284791;309054134;8;0;1;-76;LTE;405;866;62;8586;48;246;-70;-9;82;4;1;62;20.262399315834045;85.85696876049042;850;2539;null;null;null;null;;;null;null;null;null;null;
23;20210116222711;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000288272;309058008;8;0;1;-76;LTE;405;866;62;8586;48;246;-70;-9;82;4;1;55;20.262399315834045;85.85696876049042;850;2539;null;null;null;null;;;null;null;null;null;null;
24;20210116222712;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000291637;309071188;8;0;1;-76;LTE;405;866;62;8586;48;246;-70;-9;82;4;1;51;20.26239885;85.85696619;850;2539;null;null;null;null;;;null;null;null;null;null;
25;20210116222713;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000296087;309084176;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;82;4;1;50;20.26239882;85.85696614;850;2539;null;null;null;null;;;null;null;null;null;null;
26;20210116222714;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000299439;309101562;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;190;4;1;45;20.26239878;85.85696608;850;2539;null;null;null;null;;;null;null;null;null;null;
27;20210116222715;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000340199;309106031;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;190;4;1;41;20.26239898;85.8569663;850;2539;null;null;null;null;;;null;null;null;null;null;
28;20210116222716;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000356354;309175598;8;0;1;-78;LTE;405;866;62;8586;48;246;-69;-9;190;4;1;37;20.26239888;85.85696635;850;2539;null;null;null;null;;;null;null;null;null;null;
29;20210116222717;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000377591;309202328;8;0;1;-78;LTE;405;866;62;8586;48;246;-69;-9;190;4;1;35;20.26239878;85.85696634;850;2539;null;null;null;null;;;null;null;null;null;null;
30;20210116222718;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000412534;309215169;8;0;1;-78;LTE;405;866;62;8586;48;246;-69;-9;190;4;1;33;20.26239871;85.85696632;850;2539;null;null;null;null;;;null;null;null;null;null;
31;20210116222719;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000418646;309230744;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-9;78;4;1;30;20.26239884;85.85696637;850;2539;null;null;null;null;;;null;null;null;null;null;
32;20210116222720;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000423086;309305156;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-9;78;4;1;26;20.26239893;85.8569664;850;2539;null;null;null;null;;;null;null;null;null;null;
33;20210116222721;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000433730;309309286;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-9;78;4;1;24;20.26239899;85.85696638;850;2539;null;null;null;null;;;null;null;null;null;null;
34;20210116222722;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000447056;309323366;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-9;78;4;1;23;20.26239903;85.85696635;850;2539;null;null;null;null;;;null;null;null;null;null;
35;20210116222723;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000472120;309337290;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-9;128;4;1;25;20.26239905;85.85696638;850;2539;null;null;null;null;;;null;null;null;null;null;
36;20210116222724;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000489407;309340355;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-9;128;4;1;27;20.26239908;85.85696642;850;2539;null;null;null;null;;;null;null;null;null;null;
37;20210116222725;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000634552;309344983;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-10;128;4;1;28;20.26239906;85.85696644;850;2539;null;null;null;null;;;null;null;null;null;null;
38;20210116222726;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000644606;309356004;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-10;128;4;1;31;20.26239907;85.85696647;850;2539;null;null;null;null;;;null;null;null;null;null;
39;20210116222727;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000672747;309357680;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-10;128;4;1;32;20.26239904;85.85696645;850;2539;null;null;null;null;;;null;null;null;null;null;
40;20210116222728;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000707155;309359444;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-8;74;4;1;34;20.26239901;85.85696647;850;2539;null;null;null;null;;;null;null;null;null;null;
41;20210116222729;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000741143;309371988;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-8;74;4;1;35;20.26239902;85.85696651;850;2539;null;null;null;null;;;null;null;null;null;null;
42;20210116222730;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000776647;309374688;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-8;74;4;1;36;20.26239902;85.85696651;850;2539;null;null;null;null;;;null;null;null;null;null;
43;20210116222731;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000786196;309383998;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-8;74;4;1;34;20.26239894;85.8569665;850;2539;null;null;null;null;;;null;null;null;null;null;
44;20210116222732;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000794048;309394815;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-8;74;4;1;31;20.26239787;85.85696604;850;2539;null;null;null;null;;;null;null;null;null;null;
45;20210116222733;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000800358;309403346;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-8;74;4;1;27;20.26239733;85.8569658;850;2539;null;null;null;null;;;null;null;null;null;null;
46;20210116222734;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000822825;309413777;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-9;74;4;1;25;20.26239711;85.85696569;850;2539;null;null;null;null;;;null;null;null;null;null;
47;20210116222735;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000877682;309417514;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-9;74;4;1;22;20.26239681;85.85696563;850;2539;null;null;null;null;;;null;null;null;null;null;
48;20210116222736;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3000927934;309431132;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-9;74;4;1;19;20.26239665;85.85696561;850;2539;null;null;null;null;;;null;null;null;null;null;
49;20210116222737;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001040809;309445183;8;0;1;-76;LTE;405;866;62;8586;48;246;-70;-8;74;4;1;18;20.26239659;85.85696557;850;2539;null;null;null;null;;;null;null;null;null;null;
50;20210116222738;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001101071;309463009;8;0;1;-76;LTE;405;866;62;8586;48;246;-70;-8;74;4;1;16;20.26239358;85.85696459;850;2539;null;null;null;null;;;null;null;null;null;null;
51;20210116222739;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001131445;309474549;8;0;1;-76;LTE;405;866;62;8586;48;246;-70;-8;52;4;1;15;20.26239205;85.85696409;850;2539;null;null;null;null;;;null;null;null;null;null;
52;20210116222740;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001193997;309488502;8;0;1;-81;LTE;405;866;62;8586;48;246;-68;-8;52;4;1;13;20.26238908;85.85696317;850;2539;null;null;null;null;;;null;null;null;null;null;
53;20210116222741;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001265437;309500651;8;0;1;-81;LTE;405;866;62;8586;48;246;-68;-8;110;4;1;13;20.26238748;85.85696264;850;2539;null;null;null;null;;;null;null;null;null;null;
54;20210116222742;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001403145;309512924;8;0;1;-81;LTE;405;866;62;8586;48;246;-68;-8;110;4;1;13;20.26238666;85.85696237;850;2539;null;null;null;null;;;null;null;null;null;null;
55;20210116222743;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001423773;309514553;8;0;1;-80;LTE;405;866;62;8586;48;246;-68;-9;110;4;1;13;20.26238628;85.85696226;850;2539;null;null;null;null;;;null;null;null;null;null;
56;20210116222744;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001428917;309516461;8;0;1;-80;LTE;405;866;62;8586;48;246;-68;-9;110;4;1;13;20.26238219;85.85696111;850;2539;null;null;null;null;;;null;null;null;null;null;
57;20210116222745;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001443287;309524324;8;0;1;-80;LTE;405;866;62;8586;48;246;-68;-9;110;4;1;13;20.26238008;85.85696051;850;2539;null;null;null;null;;;null;null;null;null;null;
58;20210116222746;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001469952;309532236;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-8;110;4;1;13;20.26237902;85.85696021;850;2539;null;null;null;null;;;null;null;null;null;null;
59;20210116222747;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001527775;309561594;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-8;110;4;1;13;20.26237834;85.85696;850;2539;null;null;null;null;;;null;null;null;null;null;
60;20210116222748;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001534730;309564173;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-8;172;4;1;13;20.26237817;85.85695996;850;2539;null;null;null;null;;;null;null;null;null;null;
61;20210116222749;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001557367;309566051;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-8;172;4;1;13;20.26237765;85.85695979;850;2539;null;null;null;null;;;null;null;null;null;null;
62;20210116222750;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001593280;309578876;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-8;48;4;1;15;20.26237588;85.85695941;850;2539;null;null;null;null;;;null;null;null;null;null;
63;20210116222751;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001630313;309616309;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;48;4;1;15;20.26237478;85.85695913;850;2539;null;null;null;null;;;null;null;null;null;null;
64;20210116222752;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001678373;309628001;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;48;4;1;16;20.26237419;85.85695897;850;2539;null;null;null;null;;;null;null;null;null;null;
65;20210116222753;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001697166;309630568;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;48;4;1;15;20.26237375;85.85695885;850;2539;null;null;null;null;;;null;null;null;null;null;
66;20210116222754;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001715122;309663283;8;0;1;-78;LTE;405;866;62;8586;48;246;-68;-10;48;4;1;13;20.2623734;85.85695876;850;2539;null;null;null;null;;;null;null;null;null;null;
67;20210116222755;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001755549;309665739;8;0;1;-78;LTE;405;866;62;8586;48;246;-68;-10;152;4;1;13;20.26237322;85.8569587;850;2539;null;null;null;null;;;null;null;null;null;null;
68;20210116222756;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001813756;309674089;8;0;1;-78;LTE;405;866;62;8586;48;246;-68;-10;152;4;1;13;20.26237315;85.85695869;850;2539;null;null;null;null;;;null;null;null;null;null;
69;20210116222757;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001876243;309691061;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;152;4;1;12;20.26237336;85.85695893;850;2539;null;null;null;null;;;null;null;null;null;null;
70;20210116222758;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001915776;309703176;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;152;4;1;12;20.26237345;85.85695907;850;2539;null;null;null;null;;;null;null;null;null;null;
71;20210116222759;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001928980;309716414;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;96;4;1;11;20.26237322;85.85695889;850;2539;null;null;null;null;;;null;null;null;null;null;
72;20210116222800;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001941395;309728187;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;96;4;1;11;20.26237277;85.85695855;850;2539;null;null;null;null;;;null;null;null;null;null;
73;20210116222801;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001951799;309732193;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;96;4;1;11;20.26237209;85.85695857;850;2539;null;null;null;null;;;null;null;null;null;null;
74;20210116222802;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001959162;309743542;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;96;4;1;11;20.26237215;85.8569585;850;2539;null;null;null;null;;;null;null;null;null;null;
75;20210116222803;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001965136;309745343;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;96;4;1;11;20.26237213;85.85695847;850;2539;null;null;null;null;;;null;null;null;null;null;
76;20210116222804;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3001995251;309757847;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;180;4;1;11;20.26237317;85.85695801;850;2539;null;null;null;null;;;null;null;null;null;null;
77;20210116222805;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002009956;309766646;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-9;180;4;1;11;20.26237435;85.8569576;850;2539;null;null;null;null;;;null;null;null;null;null;
78;20210116222806;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002018532;309774347;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-9;100;4;1;11;20.26237492;85.8569574;850;2539;null;null;null;null;;;null;null;null;null;null;
79;20210116222807;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002029955;309779670;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-9;100;4;1;11;20.26237535;85.8569573;850;2539;null;null;null;null;;;null;null;null;null;null;
80;20210116222808;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002054292;309793572;8;0;1;-79;LTE;405;866;62;8586;48;246;-70;-9;100;4;1;11;20.26237566;85.85695724;850;2539;null;null;null;null;;;null;null;null;null;null;
81;20210116222809;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002071384;309805199;8;0;1;-79;LTE;405;866;62;8586;48;246;-68;-10;100;4;1;11;20.26237591;85.85695704;850;2539;null;null;null;null;;;null;null;null;null;null;
82;20210116222810;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002078406;309812893;8;0;1;-79;LTE;405;866;62;8586;48;246;-68;-10;100;4;1;11;20.26237588;85.85695722;850;2539;null;null;null;null;;;null;null;null;null;null;
83;20210116222811;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002093074;309816225;8;0;1;-79;LTE;405;866;62;8586;48;246;-68;-10;100;4;1;11;20.26237531;85.85695761;850;2539;null;null;null;null;;;null;null;null;null;null;
84;20210116222812;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002100297;309821309;8;0;1;-79;LTE;405;866;62;8586;48;246;-68;-10;100;4;1;10;20.26237532;85.85695761;850;2539;null;null;null;null;;;null;null;null;null;null;
85;20210116222813;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002109050;309830700;8;0;1;-79;LTE;405;866;62;8586;48;246;-68;-10;46;4;1;10;20.26237555;85.8569577;850;2539;null;null;null;null;;;null;null;null;null;null;
86;20210116222814;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002120981;309832320;8;0;1;-79;LTE;405;866;62;8586;48;246;-68;-10;46;4;1;10;20.26237584;85.8569576;850;2539;null;null;null;null;;;null;null;null;null;null;
87;20210116222815;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002127621;309834394;8;0;1;-81;LTE;405;866;62;8586;48;246;-70;-8;46;4;1;11;20.26237609;85.85695757;850;2539;null;null;null;null;;;null;null;null;null;null;
88;20210116222816;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002132962;309836193;8;0;1;-81;LTE;405;866;62;8586;48;246;-70;-8;46;4;1;11;20.26237631;85.85695753;850;2539;null;null;null;null;;;null;null;null;null;null;
89;20210116222817;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002140426;309837862;8;0;1;-81;LTE;405;866;62;8586;48;246;-70;-8;46;4;1;11;20.26237638;85.85695749;850;2539;null;null;null;null;;;null;null;null;null;null;
90;20210116222818;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002163306;309846793;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-8;46;4;1;11;20.26237639;85.85695745;850;2539;null;null;null;null;;;null;null;null;null;null;
91;20210116222819;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002181569;309856812;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-8;46;4;1;10;20.2623764;85.8569574;850;2539;null;null;null;null;;;null;null;null;null;null;
92;20210116222820;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002195790;309872430;8;0;1;-78;LTE;405;866;62;8586;48;246;-70;-8;46;4;1;10;20.26237639;85.85695733;850;2539;null;null;null;null;;;null;null;null;null;null;
93;20210116222821;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002200370;309874344;8;0;1;-76;LTE;405;866;62;8586;48;246;-69;-9;46;4;1;10;20.26237638;85.85695733;850;2539;null;null;null;null;;;null;null;null;null;null;
94;20210116222822;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002209932;309875984;8;0;1;-76;LTE;405;866;62;8586;48;246;-69;-9;46;4;1;11;20.2623764;85.85695734;850;2539;null;null;null;null;;;null;null;null;null;null;
95;20210116222823;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002222945;309879745;8;0;1;-76;LTE;405;866;62;8586;48;246;-69;-9;46;4;1;10;20.26237644;85.85695735;850;2539;null;null;null;null;;;null;null;null;null;null;
96;20210116222824;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002228751;309881657;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-10;92;4;1;10;20.26237642;85.85695733;850;2539;null;null;null;null;;;null;null;null;null;null;
97;20210116222825;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002239569;309883219;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-10;92;4;1;10;20.2623764;85.85695732;850;2539;null;null;null;null;;;null;null;null;null;null;
98;20210116222826;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002263366;309895013;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-10;92;4;1;10;20.26237641;85.85695731;850;2539;null;null;null;null;;;null;null;null;null;null;
99;20210116222827;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002272000;309897098;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-10;92;4;1;10;20.26237643;85.8569573;850;2539;null;null;null;null;;;null;null;null;null;null;
100;20210116222828;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002276537;309899690;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-10;92;4;1;10;20.26237643;85.85695727;850;2539;null;null;null;null;;;null;null;null;null;null;
101;20210116222829;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002289895;309902404;8;0;1;-79;LTE;405;866;62;8586;48;246;-69;-10;92;4;1;10;20.26237636;85.85695722;850;2539;null;null;null;null;;;null;null;null;null;null;
102;20210116222830;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002298068;309904421;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;92;4;1;10;20.26237632;85.85695718;850;2539;null;null;null;null;;;null;null;null;null;null;
103;20210116222831;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002305753;309911815;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;138;4;1;10;20.26237632;85.85695717;850;2539;null;null;null;null;;;null;null;null;null;null;
104;20210116222832;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002323085;309914052;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-9;138;4;1;10;20.26237629;85.85695717;850;2539;null;null;null;null;;;null;null;null;null;null;
105;20210116222833;READY;airtel;40553;0;LTE;IDLE;CONNECTED;INOUT;3002333358;309925566;8;0;1;-80;LTE;405;866;62;8586;48;246;-69;-8;42;4;1;10;20.26237627;85.8569572;850;2539;null;null;null;null;;;null;null;null;null;null;
